4219,CC-110,Quercus rubra
4220,CC-110,Quercus rubra
4221,CC-110,Tilia americana
4222,CC-110,Ulmus americana
4223,CC-110,Ulmus americana
331,CC-123,Acer nigrum
332,CC-123,Alliaria petiolata
333,CC-123,Circaea lutetiana canadensis
334,CC-123,Impatiens capensis
335,CC-123,Parthenocissus quinquefolia
336,CC-123,Rhus radicans
2875,CC-123,Acer nigrum
2876,CC-123,Ostrya virginiana
4049,CC-123,Acer nigrum
4050,CC-123,Ulmus americana
337,CC-138,Carex species
338,CC-138,Glyceria striata
339,CC-138,Hydrophyllum virginianum
340,CC-138,Parthenocissus quinquefolia
341,CC-138,Rhamnus cathartica
2877,CC-138,Unidentified species
4051,CC-138,Acer negundo
4052,CC-138,Acer negundo
4053,CC-138,Acer saccharinum
4054,CC-138,Acer saccharinum
4055,CC-138,Acer saccharinum
4056,CC-138,Acer saccharinum
